"Triplet","CancerTypes","Count"
"let-7c-5p/miR-1301-3p/NPTX1","SARC",1
"miR-20b-5p/miR-17-5p/TGFB1I1","THYM",1
"miR-20b-5p/miR-34a-5p/N4BP1","KICH",1
"miR-155-5p/miR-141-3p/SH3BP4","ACC",1
"miR-155-5p/miR-143-3p/APAF1","SKCM",1
"miR-20b-5p/miR-421/TMEM33","KICH",1
"miR-20b-5p/miR-501-3p/ZNF714","KICH",1
"miR-155-5p/miR-335-5p/KIFC2","CESC",1
"miR-155-5p/miR-616-3p/CCN1","KIRC",1
"miR-15b-5p/miR-181a-2-3p/RRAGD","SARC",1
"miR-15b-5p/miR-20b-5p/BAMBI","THYM",1
"miR-20b-5p/miR-590-3p/SDC2","UVM",1
"miR-20b-5p/miR-92b-3p/MAST4","TGCT",1
"miR-16-1-3p/miR-497-5p/HGF","SARC",1
"miR-16-1-3p/miR-642a-5p/PALM2AKAP2","COAD",1
"miR-17-5p/miR-106b-5p/SQSTM1","SARC",1
"miR-17-5p/miR-18a-3p/CLU","SKCM",1
"miR-17-5p/miR-19b-3p/RRAGD","SARC",1
"miR-17-5p/miR-200a-3p/PRKAA2","BLCA",1
"miR-17-5p/miR-20a-5p/EGLN3","LUSC",1
"miR-20b-5p/miR-9-5p/ARHGEF10","THYM",1
"miR-20b-5p/miR-9-5p/SNTB2","THYM",1
"miR-17-5p/miR-421/PRICKLE2","SARC",1
"miR-17-5p/miR-491-3p/RCAN1","UCS",1
"miR-210-3p/miR-133a-3p/ADAMTS5","LUSC",1
"miR-210-3p/miR-19a-3p/ZNF618","COAD",1
"miR-17-5p/miR-7-5p/PRPF8","SKCM",1
"miR-17-5p/miR-935/HIF1A","UCS",1
"miR-17-5p/miR-99a-3p/SIPA1L2","ESCA",1
"miR-181a-2-3p/miR-106b-5p/ADAM9","SARC",1
"miR-181a-2-3p/miR-183-5p/B4GALT5","DLBC",1
"miR-181a-2-3p/miR-190a-5p/ZNF711","SKCM",1
"miR-181a-5p/miR-16-1-3p/GREB1L","THYM",1
"miR-181a-5p/miR-340-5p/TGFBR3","SARC",1
"miR-181a-5p/miR-383-5p/PIK3CB","THYM",1
"miR-210-3p/miR-455-3p/THBS1","COAD",1
"miR-2110/miR-129-5p/NFIA","SKCM",1
"miR-2116-3p/miR-629-3p/CAMK4","UVM",1
"miR-181a-5p/miR-410-3p/CYP1B1","SARC",1
"miR-181b-5p/miR-221-5p/ARFGEF3","UCEC",1
"miR-212-3p/miR-17-5p/LDLR","SARC",1
"miR-212-3p/miR-3065-3p/LAPTM4B","THYM",1
"miR-212-3p/miR-331-3p/SOD2","SARC",1
"miR-21-3p/miR-9-5p/ZNF451","ACC",1
"miR-214-5p/miR-195-3p/CDK6","THYM",1
"miR-181c-5p/miR-181d-5p/MYO10","SKCM",1
"miR-181c-5p/miR-532-3p/IL1A","SARC",1
"miR-214-5p/miR-335-5p/SLC9A7","ACC",1
"miR-215-5p/miR-192-5p/FAXC","UCEC",1
"miR-181d-5p/miR-181c-5p/ADD3","SARC",1
"miR-181d-5p/miR-3065-3p/CDCP1","PCPG",1
"miR-181d-5p/miR-642a-5p/ADAMTS1","COAD",1
"miR-181d-5p/miR-9-5p/PTBP3","DLBC",1
"miR-215-5p/miR-194-3p/ZBTB8B","LUAD",1
"miR-218-5p/miR-196a-5p/MTRNR2L8","HNSC",1
"miR-182-5p/let-7b-5p/HOXA9","THYM",1
"miR-182-5p/miR-1296-5p/RPS23","OV",1
"miR-218-5p/miR-197-3p/GLDN","SARC",1
"miR-218-5p/miR-29a-3p/ASAP2","SKCM",1
"miR-182-5p/miR-130a-5p/TGFBR3","ESCA",1
"miR-182-5p/miR-200c-3p/MITF","TGCT",1
"miR-182-5p/miR-33a-5p/MBNL2","ESCA",1
"miR-182-5p/miR-370-3p/TLN1","TGCT",1
"miR-218-5p/miR-424-5p/CTTNBP2","UCS",1
"miR-218-5p/miR-424-5p/ZNFX1","UCS",1
"miR-182-5p/miR-96-5p/S100A16","ACC",1
"miR-182-5p/miR-96-5p/SNAI2","MESO",1
"miR-183-5p/miR-30a-3p/FRMD6","SARC",1
"miR-183-5p/miR-511-5p/PITPNM3","STAD",1
"miR-221-3p/miR-30a-5p/HIPK3","UCS",1
"miR-221-3p/miR-520a-3p/ESR1","THYM",1
"miR-221-5p/miR-142-5p/IGF2","ESCA",1
"miR-221-5p/miR-19a-3p/TPD52","SARC",1
"miR-185-3p/miR-3934-5p/HSPH1","SKCM",1
"miR-185-3p/miR-494-3p/LRP1","STAD",1
"miR-185-5p/miR-195-5p/ACVR2A","SARC",1
"miR-187-3p/miR-185-3p/TOR4A","KIRP",1
"miR-188-3p/miR-3065-3p/SOD2","SARC",1
"miR-188-3p/miR-362-5p/GPRC5A","UCS",1
"miR-221-5p/miR-4326/RRAGD","LUAD",1
"miR-222-3p/miR-29b-3p/DDX3Y","BLCA",1
"miR-18a-5p/miR-138-5p/GOLGA4","ESCA",1
"miR-18a-5p/miR-17-5p/JMY","DLBC",1
"miR-18a-5p/miR-223-5p/ESRP1","KIRC",1
"miR-18b-5p/miR-3609/BTG2","TGCT",1
"miR-190a-5p/miR-125b-2-3p/MAP3K9","ESCA",1
"miR-192-5p/miR-218-5p/RET","UCS",1
"miR-192-5p/miR-30c-2-3p/SRD5A1","BLCA",1
"miR-192-5p/miR-34b-3p/JAGN1","ACC",1
"miR-192-5p/miR-424-5p/PHF19","BLCA",1
"miR-222-5p/miR-616-5p/SOX11","LUAD",1
"miR-223-5p/miR-148a-5p/ZNF655","ESCA",1
"miR-193b-3p/miR-339-5p/EEF2","SKCM",1
"miR-193b-3p/miR-628-5p/EEF2","SKCM",1
"miR-193b-5p/miR-148a-3p/TMEM245","ESCA",1
"miR-194-3p/miR-192-5p/ZBTB8B","KIRC",1
"miR-194-3p/miR-302d-3p/CPT1A","TGCT",1
"miR-194-3p/miR-582-3p/FAT1","SKCM",1
"miR-223-5p/miR-150-5p/PLAAT3","CESC",1
"miR-223-5p/miR-500b-5p/DUSP7","SKCM",1
"miR-224-3p/miR-301a-3p/NPTX1","LUAD",1
"miR-224-3p/miR-96-5p/SYNM","ESCA",1
"miR-224-5p/miR-130a-3p/KIAA1549","HNSC",1
"miR-224-5p/miR-182-5p/SYNM","ESCA",1
"miR-194-5p/miR-125b-5p/CENPF","UVM",1
"miR-194-5p/miR-125b-5p/CHD1","STAD",1
"miR-224-5p/miR-18a-3p/LPCAT1","SKCM",1
"miR-224-5p/miR-425-5p/LHFPL2","ESCA",1
"miR-224-5p/miR-7-5p/CANT1","READ",1
"miR-224-5p/miR-7-5p/FN1","SKCM",1
"miR-22-5p/miR-146b-3p/GPR63","UCEC",1
"miR-22-5p/miR-210-3p/KIF1A","UCEC",1
"miR-22-5p/miR-326/KIF1A","UCEC",1
"miR-22-5p/miR-7-5p/TOP2A","LGG",1
"miR-2355-3p/miR-16-1-3p/ADGRV1","THYM",1
"miR-2355-3p/miR-503-5p/CNKSR3","BLCA",1
"miR-194-5p/miR-138-5p/COL12A1","KIRP",1
"miR-194-5p/miR-33b-5p/HMGA2","UCEC",1
"miR-195-5p/let-7b-5p/SLC29A1","UCS",1
"miR-195-5p/let-7b-5p/TUBB","THYM",1
"miR-2355-3p/miR-942-5p/ZNF747","ACC",1
"miR-2355-5p/miR-130b-3p/IGF2BP1","THYM",1
"miR-195-5p/let-7c-5p/KPNA5","SKCM",1
"miR-195-5p/miR-10a-5p/TUT4","ACC",1
"miR-2355-5p/miR-205-5p/ATF3","BLCA",1
"miR-2355-5p/miR-27a-5p/MEX3A","BLCA",1
"miR-195-5p/miR-125b-5p/NEGR1","THYM",1
"miR-195-5p/miR-146a-5p/CDC73","SKCM",1
"miR-2355-5p/miR-342-5p/CBX6","BLCA",1
"miR-23a-5p/miR-222-5p/RGS17","HNSC",1
"miR-195-5p/miR-29b-1-5p/ASXL1","ACC",1
"miR-195-5p/miR-30a-3p/LMAN1","SKCM",1
"miR-23a-5p/miR-550a-5p/ZBTB8B","ESCA",1
"miR-23a-5p/miR-7-5p/TPM1","BLCA",1
"miR-195-5p/miR-374a-3p/PURA","SKCM",1
"miR-195-5p/miR-497-5p/NNT","ACC",1
"miR-195-5p/miR-9-5p/PALM2AKAP2","KIRP",1
"miR-23b-3p/miR-628-5p/RPL31","SARC",1
"miR-23b-5p/miR-485-5p/NFIC","COAD",1
"miR-24-2-5p/miR-106a-5p/SOD2","SARC",1
"miR-26a-1-3p/miR-96-5p/MCOLN2","SKCM",1
"miR-26b-3p/miR-331-3p/LIFR","STAD",1
"miR-26b-3p/miR-628-3p/RIF1","DLBC",1
"miR-196a-5p/miR-125b-2-3p/ITGB1","HNSC",1
"miR-196a-5p/miR-145-3p/AGO2","STAD",1
"miR-27a-3p/miR-17-5p/KDM6B","SKCM",1
"miR-27b-3p/miR-129-5p/DKK1","SKCM",1
"miR-196a-5p/miR-215-5p/FGF2","ESCA",1
"miR-196a-5p/miR-877-5p/FGF2","CESC",1
"miR-196a-5p/miR-9-5p/RHOBTB3","THYM",1
"miR-196b-5p/let-7g-3p/FMNL3","COAD",1
"miR-196b-5p/miR-195-5p/RDH11","UCS",1
"miR-196b-5p/miR-196a-5p/ZNF561","CHOL",1
"miR-197-3p/miR-145-5p/AHNAK","SARC",1
"miR-1976/miR-155-5p/PEBP1","ACC",1
"miR-199a-3p/miR-17-5p/VLDLR","UCS",1
"miR-199a-3p/miR-182-5p/VLDLR","BLCA",1
"miR-199a-5p/miR-501-5p/PPARG","UCS",1
"miR-199b-3p/miR-181a-2-3p/FN1","SARC",1
"miR-199b-5p/miR-125b-5p/LMNB1","THYM",1
"miR-199b-5p/miR-142-5p/PANK3","ACC",1
"miR-199b-5p/miR-199b-3p/ITGA3","UCS",1
"miR-27b-3p/miR-221-3p/SOX11","SARC",1
"miR-27b-3p/miR-22-5p/ASAP1","SKCM",1
"miR-199b-5p/miR-497-5p/FAM189B","SKCM",1
"miR-19a-3p/miR-125a-3p/TNRC6C","ESCA",1
"miR-27b-3p/miR-590-3p/CPEB3","SARC",1
"miR-296-5p/miR-16-2-3p/WASF2","SKCM",1
"miR-19a-3p/miR-19b-3p/PRLR","SARC",1
"miR-19a-3p/miR-212-3p/CCNE2","SARC",1
"miR-19a-3p/miR-212-3p/LDLR","SARC",1
"miR-19a-3p/miR-215-5p/C6orf132","KIRP",1
"miR-19a-3p/miR-3136-5p/SMOC1","UCEC",1
"miR-19a-3p/miR-381-3p/SAMD12","HNSC",1
"miR-19a-3p/miR-421/SERTAD2","ESCA",1
"miR-296-5p/miR-23b-3p/LUZP1","SKCM",1
"miR-299-5p/miR-432-5p/SOD2","MESO",1
"miR-19b-3p/miR-10a-3p/FZD6","SARC",1
"miR-19b-3p/miR-185-3p/PALM2AKAP2","LIHC",1
"miR-19b-3p/miR-19a-3p/MATN3","LIHC",1
"miR-19b-3p/miR-30b-3p/KLHL21","SARC",1
"miR-29a-3p/miR-219a-1-3p/NREP","SKCM",1
"miR-29a-3p/miR-29b-3p/MEST","SARC",1
"miR-19b-3p/miR-381-3p/SAMD12","HNSC",1
"miR-19b-3p/miR-590-3p/RORB","UVM",1
"miR-200a-5p/miR-130b-5p/CAMK1D","LIHC",1
"miR-200a-5p/miR-940/APOL6","SARC",1
"miR-29a-3p/miR-7-5p/LATS1","SKCM",1
"miR-29b-2-5p/miR-1270/NBEA","BLCA",1
"miR-200b-3p/miR-205-5p/PSAP","ESCA",1
"miR-200b-3p/miR-20b-5p/SQSTM1","SARC",1
"miR-29b-3p/miR-101-5p/COL5A1","READ",1
"miR-29b-3p/miR-192-5p/CBX6","OV",1
"miR-29b-3p/miR-215-5p/DICER1","TGCT",1
"miR-29b-3p/miR-29c-3p/PURG","BLCA",1
"miR-29b-3p/miR-487b-3p/THBS1","SARC",1
"miR-200b-3p/miR-30c-2-3p/SPATS2L","UCS",1
"miR-200b-3p/miR-345-5p/ZEB2","SARC",1
"miR-200c-3p/miR-181d-5p/DDX3Y","SKCM",1
"miR-202-3p/miR-509-5p/THBS1","ACC",1
"miR-203a-3p/miR-19a-3p/SOCS3","COAD",1
"miR-203a-3p/miR-224-5p/DDX3Y","ESCA",1
"miR-203a-3p/miR-224-5p/ZBED3","SKCM",1
"miR-203a-3p/miR-452-3p/ARID1A","THYM",1
"miR-204-5p/miR-17-5p/RAPH1","UCS",1
"miR-205-3p/miR-642a-5p/TET1","CESC",1
"miR-205-5p/miR-103a-2-5p/IRF4","BLCA",1
"miR-205-5p/miR-1305/AHNAK","TGCT",1
"miR-205-5p/miR-192-5p/UPP1","SKCM",1
"miR-20a-3p/miR-335-3p/CYFIP2","ESCA",1
"miR-29b-3p/miR-518c-5p/RAB11FIP1","TGCT",1
"miR-29b-3p/miR-96-5p/TP53BP1","TGCT",1
"miR-29c-3p/miR-29b-3p/MEST","CESC",1
"miR-29c-3p/miR-29b-3p/TRIL","TGCT",1
"miR-29c-3p/miR-519d-3p/RAB11FIP1","TGCT",1
"miR-301a-3p/miR-130a-3p/FICD","SKCM",1
"miR-301a-3p/miR-19a-3p/SYBU","BLCA",1
"miR-301a-3p/miR-30a-3p/FZD6","ESCA",1
"miR-20a-3p/miR-513a-5p/THBS1","SKCM",1
"miR-20a-5p/let-7c-5p/SOD2","SARC",1
"miR-301a-3p/miR-376a-5p/CHD9","ACC",1
"miR-301a-3p/miR-424-5p/RRAGD","BLCA",1
"miR-301a-3p/miR-651-5p/KLRD1","UCEC",1
"miR-301a-3p/miR-92b-3p/CD2AP","TGCT",1
"miR-20a-5p/miR-146a-5p/MAP3K5","LIHC",1
"miR-20a-5p/miR-17-5p/RPS6KA2","UCS",1
"miR-20a-5p/miR-19b-3p/RRAGD","SARC",1
"miR-20a-5p/miR-34b-3p/CCND1","SKCM",1
"miR-301a-3p/miR-96-5p/CBX6","UCEC",1
"miR-301b-3p/miR-1229-3p/TXNIP","BLCA",1
"miR-20a-5p/miR-454-3p/FOSL2","SKCM",1
"miR-20b-3p/miR-25-5p/ZBTB8B","THYM",1
"miR-20b-5p/miR-106a-5p/RIMKLA","MESO",1
"miR-20b-5p/miR-10a-5p/EPHA4","BLCA",1
"miR-301b-3p/miR-130b-3p/GPRC5A","UCEC",1
"miR-301b-3p/miR-130b-3p/ZMAT3","ACC",1
"miR-301b-3p/miR-146b-5p/MAP1B","LIHC",1
"miR-301b-3p/miR-338-3p/BAMBI","LUAD",1
"miR-301b-3p/miR-511-5p/BAMBI","ACC",1
"miR-302c-3p/miR-122-5p/VDR","TGCT",1
"miR-302c-3p/miR-18a-3p/TMEM64","TGCT",1
"miR-302c-3p/miR-296-5p/ABHD15","TGCT",1
"miR-302c-3p/miR-29b-3p/KLHL28","TGCT",1
"miR-302d-3p/miR-372-3p/FKBP14","TGCT",1
"miR-3065-3p/miR-183-3p/TMEM64","ESCA",1
"miR-3065-3p/miR-30a-5p/REL","THYM",1
"miR-3065-3p/miR-34a-5p/CSNK1E","KICH",1
"miR-3065-5p/miR-382-5p/CCND2","KIRP",1
"miR-3065-5p/miR-671-5p/DLC1","BLCA",1
"miR-30a-3p/miR-106a-5p/HIPK1","UCS",1
"miR-30a-3p/miR-125a-3p/SOD2","LIHC",1
"miR-30a-3p/miR-17-3p/ETV1","SKCM",1
"miR-30a-3p/miR-29b-1-5p/ST3GAL1","SKCM",1
"miR-30a-3p/miR-331-3p/ADAMTS5","LUSC",1
"miR-30a-3p/miR-548e-3p/SOD2","UVM",1
"miR-30a-3p/miR-92b-3p/CDK6","CESC",1
"miR-30a-3p/miR-939-5p/GPRC5A","STAD",1
"miR-30a-5p/miR-17-5p/DDX21","THYM",1
"miR-20b-5p/miR-1304-5p/ACSL4","UVM",1
"miR-20b-5p/miR-17-5p/NBL1","THYM",1
"miR-30a-5p/miR-30d-5p/SEMA3A","CHOL",1
"miR-30a-5p/miR-548b-3p/SLCO5A1","UVM",1
"miR-30b-3p/miR-182-5p/SNTB2","DLBC",1
"miR-30b-3p/miR-199a-3p/PGM2L1","SARC",1
"miR-30b-3p/miR-29a-3p/YBX3","SARC",1
"miR-30b-3p/miR-93-5p/RHOC","SKCM",1
"miR-32-3p/miR-21-3p/SNX24","KICH",1
"miR-324-3p/miR-199a-3p/LTBP1","SARC",1
"miR-30b-5p/miR-183-5p/ZNF770","DLBC",1
"miR-30b-5p/miR-331-5p/SLC30A1","DLBC",1
"miR-324-3p/miR-374a-5p/LTBP1","SARC",1
"miR-326/miR-19b-1-5p/PDE3A","UCEC",1
"miR-30c-1-3p/miR-221-5p/SOD2","LIHC",1
"miR-30c-2-3p/miR-30b-3p/ITGB3","SARC",1
"miR-30c-2-3p/miR-513a-5p/ARL5B","SKCM",1
"miR-30c-2-3p/miR-520d-3p/MCM7","THYM",1
"miR-30c-5p/miR-671-5p/TET3","SKCM",1
"miR-30d-3p/miR-224-3p/NPTX1","CHOL",1
"miR-30e-5p/miR-21-5p/DPYSL2","UVM",1
"miR-3127-5p/miR-1226-3p/IRF2BP2","ACC",1
"miR-326/miR-532-3p/NOTCH2","CHOL",1
"miR-326/miR-874-3p/FAM107A","STAD",1
"miR-31-5p/miR-195-5p/ASPM","THYM",1
"miR-31-5p/miR-3065-5p/NPM1","UCEC",1
"miR-328-3p/miR-3200-3p/ITGB1","SARC",1
"miR-329-3p/miR-362-3p/CLSTN3","UCS",1
"miR-31-5p/miR-877-3p/FLRT2","COAD",1
"miR-3170/miR-519d-3p/FXYD5","THYM",1
"miR-330-3p/miR-222-3p/TUB","BLCA",1
"miR-330-3p/miR-501-3p/SOD2","SARC",1
"miR-330-5p/let-7e-5p/KCNC4","SARC",1
"miR-330-5p/miR-29c-3p/CEMIP","SARC",1
"miR-3199/miR-296-5p/BTG2","KICH",1
"miR-320b/miR-144-3p/GREB1L","BRCA",1
"miR-320b/miR-222-5p/RORA","HNSC",1
"miR-320c/miR-320b/SETBP1","UVM",1
"miR-320c/miR-9-3p/NOD2","SARC",1
"miR-320d/miR-29a-5p/WWTR1","UCS",1
"miR-330-5p/miR-940/OBSCN","UCS",1
"miR-331-3p/let-7e-5p/KCNC4","SARC",1
"miR-335-3p/miR-129-5p/DSG2","UVM",1
"miR-335-3p/miR-129-5p/FNDC3B","UVM",1
"miR-335-3p/miR-181b-5p/SLC38A2","UVM",1
"miR-320d/miR-320b/SLC9A2","READ",1
"miR-323a-3p/miR-1224-5p/MYC","ACC",1
"miR-323a-3p/miR-541-3p/ADGRD1","MESO",1
"miR-32-3p/miR-181a-2-3p/EDARADD","DLBC",1
"miR-502-3p/miR-144-5p/SOD2","SARC",1
"miR-503-5p/miR-195-5p/LRRC41","UVM",1
"miR-503-5p/miR-26a-5p/FNIP2","SARC",1
"miR-335-3p/miR-204-5p/RAPGEF2","KICH",1
"miR-335-5p/miR-155-5p/TLE4","STAD",1
"miR-503-5p/miR-326/CCND2","STAD",1
"miR-503-5p/miR-345-5p/CRYBG1","TGCT",1
"miR-503-5p/miR-378a-3p/OCRL","UCS",1
"miR-504-5p/miR-548s/GRAP2","UCEC",1
"miR-505-5p/miR-296-3p/BCOR","DLBC",1
"miR-335-5p/miR-204-5p/ELOVL6","KICH",1
"miR-335-5p/miR-34a-5p/ZBTB20","KICH",1
"miR-337-3p/miR-125b-5p/NFATC3","THYM",1
"miR-338-3p/miR-196b-5p/SSX2IP","LIHC",1
"miR-505-5p/miR-301a-3p/NPTX1","LUAD",1
"miR-507/miR-136-3p/RAPH1","SKCM",1
"miR-508-3p/miR-3170/MDM4","THYM",1
"miR-508-5p/miR-512-5p/ABHD17B","THYM",1
"miR-509-3p/miR-107/ASPM","LGG",1
"miR-338-3p/miR-9-5p/ARL4C","KIRP",1
"miR-338-5p/miR-19b-1-5p/SGK3","UCS",1
"miR-511-5p/miR-483-3p/KIF1B","TGCT",1
"miR-512-3p/miR-3170/FXYD5","THYM",1
"miR-513a-5p/miR-33a-5p/ARID5B","ACC",1
"miR-519d-3p/let-7b-5p/RRM2","THYM",1
"miR-338-5p/miR-20a-5p/USP15","SKCM",1
"miR-338-5p/miR-424-5p/SOD2","SARC",1
"miR-339-5p/miR-31-5p/ANKRD52","DLBC",1
"miR-33a-5p/miR-139-5p/BPNT2","CHOL",1
"miR-519d-3p/miR-31-3p/RRM2","THYM",1
"miR-519d-3p/miR-526b-5p/MKI67","THYM",1
"miR-33a-5p/miR-143-5p/AHNAK","SARC",1
"miR-33a-5p/miR-196b-5p/EPHA7","BLCA",1
"miR-33a-5p/miR-19a-3p/JARID2","UVM",1
"miR-33b-3p/miR-139-3p/THY1","TGCT",1
"miR-340-5p/miR-30c-2-3p/AHR","SKCM",1
"miR-340-5p/miR-873-5p/DCP2","SKCM",1
"miR-520a-3p/let-7b-3p/ZNF367","THYM",1
"miR-520c-3p/miR-29b-3p/RAB11FIP1","TGCT",1
"miR-342-3p/miR-1226-3p/ABL1","SKCM",1
"miR-342-3p/miR-374a-3p/SLC30A7","SKCM",1
"miR-342-5p/miR-1226-3p/CKB","STAD",1
"miR-342-5p/miR-130a-3p/AGRN","SKCM",1
"miR-342-5p/miR-495-3p/SREBF1","TGCT",1
"miR-345-5p/miR-19b-1-5p/IRF4","STAD",1
"miR-34a-3p/miR-940/PALM2AKAP2","STAD",1
"miR-34a-5p/miR-301a-3p/JCAD","READ",1
"miR-520c-3p/miR-302a-3p/CADM2","TGCT",1
"miR-525-5p/miR-3662/SPOPL","THYM",1
"miR-34a-5p/miR-30c-2-3p/AR","SKCM",1
"miR-34a-5p/miR-335-5p/SOX5","SARC",1
"miR-526b-5p/miR-508-5p/SSH2","THYM",1
"miR-532-3p/miR-30c-2-3p/HMGA2","STAD",1
"miR-34b-3p/miR-92b-3p/ZNRF3","UCEC",1
"miR-34c-5p/miR-18a-5p/MYADM","UCS",1
"miR-34c-5p/miR-33b-5p/ADAM12","LUAD",1
"miR-34c-5p/miR-516b-5p/TIAF1","THYM",1
"miR-532-5p/miR-196a-5p/RASSF5","ESCA",1
"miR-541-3p/miR-485-5p/AXL","ACC",1
"miR-542-3p/miR-141-3p/ZNF621","MESO",1
"miR-545-5p/miR-106a-5p/IGF1R","ACC",1
"miR-3609/miR-9-3p/BTG2","TGCT",1
"miR-3613-3p/miR-130a-3p/GLP2R","BLCA",1
"miR-545-5p/miR-128-3p/PEG10","THYM",1
"miR-548b-3p/miR-7-5p/LPP","TGCT",1
"miR-548d-3p/miR-127-5p/ABHD2","THYM",1
"miR-548d-3p/miR-187-3p/MBNL1","TGCT",1
"miR-548e-3p/miR-183-3p/ADAMTS5","UCEC",1
"miR-3614-5p/miR-495-3p/ZNF431","UVM",1
"miR-362-3p/miR-133a-3p/AHNAK","SARC",1
"miR-362-3p/miR-338-3p/WNT9A","SKCM",1
"miR-362-3p/miR-377-3p/CLSTN3","UCS",1
"miR-548f-3p/miR-299-5p/SFT2D2","UCS",1
"miR-548j-5p/miR-196a-5p/SLC4A7","CHOL",1
"miR-548j-5p/miR-744-3p/SMG1","TGCT",1
"miR-550a-3p/miR-30c-2-3p/SPEN","SARC",1
"miR-550a-3p/miR-338-5p/SOX11","ESCA",1
"miR-550a-3p/miR-889-3p/ZC3H12C","UVM",1
"miR-362-3p/miR-377-3p/HLF","BLCA",1
"miR-362-3p/miR-421/PPARGC1A","STAD",1
"miR-550a-5p/miR-19b-3p/NFIC","SKCM",1
"miR-550a-5p/miR-21-3p/BCL2L2","ACC",1
"miR-362-5p/let-7f-2-3p/PRDM1","READ",1
"miR-363-3p/miR-1228-3p/STAT2","UCS",1
"miR-363-3p/miR-204-5p/PTPRJ","KICH",1
"miR-363-3p/miR-29a-5p/ZHX1","SKCM",1
"miR-550a-5p/miR-222-3p/NFIC","ACC",1
"miR-582-5p/let-7c-5p/ACVR2B","SKCM",1
"miR-363-3p/miR-766-3p/ZBTB8B","THYM",1
"miR-3662/miR-181c-5p/MINK1","THYM",1
"miR-582-5p/miR-760/FBN1","CESC",1
"miR-584-5p/miR-193b-3p/ELL2","PAAD",1
"miR-589-3p/miR-296-5p/RAPH1","KIRP",1
"miR-589-3p/miR-9-5p/NFATC3","SKCM",1
"miR-590-3p/miR-1228-3p/ZNF320","SKCM",1
"miR-590-5p/miR-30c-1-3p/GP5","BLCA",1
"miR-592/miR-141-5p/AKAP12","UCS",1
"miR-592/miR-223-3p/SESN3","BLCA",1
"miR-592/miR-501-5p/PTPRJ","KICH",1
"miR-615-3p/miR-1296-5p/MACF1","MESO",1
"miR-615-3p/miR-214-3p/TM9SF2","KICH",1
"miR-3662/miR-218-5p/PABPC1","UCS",1
"miR-369-3p/miR-224-5p/CBX5","HNSC",1
"miR-369-3p/miR-497-5p/MAP3K21","SARC",1
"miR-369-3p/miR-655-3p/TRIM2","UCS",1
"miR-373-3p/miR-106a-5p/FKBP14","TGCT",1
"miR-374a-3p/miR-30a-5p/SIX4","UVM",1
"miR-615-3p/miR-501-5p/LAPTM4B","UCS",1
"miR-616-5p/miR-130b-3p/UQCRB","ACC",1
"miR-376a-3p/miR-873-5p/ZNF736","TGCT",1
"miR-376b-3p/miR-218-5p/PDS5A","UCS",1
"miR-377-5p/miR-149-3p/LAX1","HNSC",1
"miR-377-5p/miR-2113/GDPGP1","TGCT",1
"miR-616-5p/miR-188-3p/PURA","TGCT",1
"miR-616-5p/miR-497-3p/MARCKS","UCEC",1
"miR-378a-3p/miR-154-5p/SPTLC2","SKCM",1
"miR-378a-3p/miR-155-5p/RAB3B","UCS",1
"miR-616-5p/miR-505-3p/TNC","SARC",1
"miR-625-5p/miR-20a-5p/ADARB1","BLCA",1
"miR-378a-3p/miR-548j-5p/CELSR3","CESC",1
"miR-378a-5p/miR-133a-3p/MKI67","LGG",1
"miR-625-5p/miR-22-5p/NTRK3","SKCM",1
"miR-625-5p/miR-362-3p/ABCC6","SARC",1
"miR-378a-5p/miR-7-5p/ANKRD36","TGCT",1
"miR-380-5p/miR-377-5p/SLC16A1","MESO",1
"miR-381-3p/miR-377-5p/IFNLR1","UCS",1
"miR-625-5p/miR-3934-5p/SDK1","UCEC",1
"miR-625-5p/miR-9-5p/SNTB2","THYM",1
"miR-627-5p/miR-34a-5p/ST6GAL1","SKCM",1
"miR-628-5p/miR-30a-5p/DSP","SKCM",1
"miR-3922-3p/miR-302a-3p/ORAI2","TGCT",1
"miR-3922-3p/miR-367-3p/ORAI2","TGCT",1
"miR-3926/miR-218-1-3p/TOR1AIP2","MESO",1
"miR-3928-3p/miR-30a-3p/IGFBP5","SARC",1
"miR-628-5p/miR-345-5p/TXNIP","SARC",1
"miR-629-3p/miR-196b-5p/VLDLR","ACC",1
"miR-3928-3p/miR-93-5p/MYPN","STAD",1
"miR-409-3p/miR-204-5p/HCAR2","UCEC",1
"miR-409-3p/miR-424-5p/ATP5MC3","OV",1
"miR-409-5p/miR-2355-5p/FDXR","SKCM",1
"miR-410-3p/miR-369-3p/SOD2","MESO",1
"miR-411-5p/miR-19a-3p/C6orf89","ESCA",1
"miR-411-5p/miR-377-5p/C6orf132","UCS",1
"miR-421/miR-138-5p/PNRC1","UCS",1
"miR-629-3p/miR-539-5p/ACSL6","STAD",1
"miR-636/miR-9-3p/HNRNPA1","UVM",1
"miR-642a-5p/miR-214-3p/PALM2AKAP2","LIHC",1
"miR-642a-5p/miR-330-5p/PEX5L","SKCM",1
"miR-642a-5p/miR-7-1-3p/VANGL2","BRCA",1
"miR-421/miR-145-5p/ROBO2","SARC",1
"miR-421/miR-181c-5p/NCAPG","LGG",1
"miR-424-3p/miR-615-3p/SLC30A1","MESO",1
"miR-424-5p/miR-138-5p/CBX6","ACC",1
"miR-424-5p/miR-148a-5p/ELOVL5","STAD",1
"miR-651-5p/miR-33a-5p/CCDC186","UCS",1
"miR-651-5p/miR-616-5p/OLR1","TGCT",1
