miRNA1,miRNA2,miRNAPair,CancerTypes,count,BLCA,BRCA,CESC,COAD,ESCA,HNSC,KICH,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,PAAD,PCPG,PRAD,SARC,STAD,TGCT,THCA,THYM,UCEC
hsa-mir-182-5p,hsa-mir-301b-3p,hsa-mir-182-5p/hsa-mir-301b-3p,LUSC - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-182-5p,hsa-mir-3065-3p,hsa-mir-182-5p/hsa-mir-3065-3p,SARC - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-182-5p,hsa-mir-335-3p,hsa-mir-182-5p/hsa-mir-335-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-182-5p,hsa-mir-9-3p,hsa-mir-182-5p/hsa-mir-9-3p,SARC - TGCT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0017421602787456446,0.0,0.0,0.0
hsa-mir-183-5p,hsa-mir-200c-3p,hsa-mir-183-5p/hsa-mir-200c-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-183-5p,hsa-mir-381-3p,hsa-mir-183-5p/hsa-mir-381-3p,SARC - LIHC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-183-5p,hsa-mir-486-5p,hsa-mir-183-5p/hsa-mir-486-5p,SARC - TGCT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0017421602787456446,0.0,0.0,0.0
hsa-mir-183-5p,hsa-mir-7-1-3p,hsa-mir-183-5p/hsa-mir-7-1-3p,TGCT - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0017421602787456446,0.0,0.0,0.0
hsa-mir-183-5p,hsa-mir-93-5p,hsa-mir-183-5p/hsa-mir-93-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-184,hsa-mir-185-3p,hsa-mir-184/hsa-mir-185-3p,BRCA - LGG,2,0.0,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-185-3p,hsa-mir-335-3p,hsa-mir-185-3p/hsa-mir-335-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-185-5p,hsa-mir-27b-3p,hsa-mir-185-5p/hsa-mir-27b-3p,SARC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-185-5p,hsa-mir-330-5p,hsa-mir-185-5p/hsa-mir-330-5p,SARC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-185-5p,hsa-mir-543,hsa-mir-185-5p/hsa-mir-543,SARC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-18a-3p,hsa-mir-20a-5p,hsa-mir-18a-3p/hsa-mir-20a-5p,HNSC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-18a-3p,hsa-mir-93-3p,hsa-mir-18a-3p/hsa-mir-93-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-18a-5p,hsa-mir-193b-3p,hsa-mir-18a-5p/hsa-mir-193b-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-18a-5p,hsa-mir-218-5p,hsa-mir-18a-5p/hsa-mir-218-5p,SARC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-18a-5p,hsa-mir-301b-3p,hsa-mir-18a-5p/hsa-mir-301b-3p,UCEC - SARC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.05
hsa-mir-18a-5p,hsa-mir-501-3p,hsa-mir-18a-5p/hsa-mir-501-3p,BRCA - BLCA,2,0.0018214936247723133,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-18a-5p,hsa-mir-940,hsa-mir-18a-5p/hsa-mir-940,COAD - SARC,2,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-18b-5p,hsa-mir-301a-3p,hsa-mir-18b-5p/hsa-mir-301a-3p,COAD - TGCT,2,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017421602787456446,0.0,0.0,0.0
hsa-mir-193b-3p,hsa-mir-20a-5p,hsa-mir-193b-3p/hsa-mir-20a-5p,HNSC - LUAD,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-196b-5p,hsa-mir-93-5p,hsa-mir-196b-5p/hsa-mir-93-5p,THYM - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-199a-3p,hsa-mir-199b-3p,hsa-mir-199a-3p/hsa-mir-199b-3p,PCPG - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-19a-3p,hsa-mir-19b-1-5p,hsa-mir-19a-3p/hsa-mir-19b-1-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-19a-3p,hsa-mir-454-3p,hsa-mir-19a-3p/hsa-mir-454-3p,HNSC - SARC,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-19a-3p,hsa-mir-92a-1-5p,hsa-mir-19a-3p/hsa-mir-92a-1-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-19b-1-5p,hsa-mir-200c-3p,hsa-mir-19b-1-5p/hsa-mir-200c-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-19b-3p,hsa-mir-454-3p,hsa-mir-19b-3p/hsa-mir-454-3p,HNSC - SARC,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-19b-3p,hsa-mir-7-1-3p,hsa-mir-19b-3p/hsa-mir-7-1-3p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-19b-3p,hsa-mir-93-3p,hsa-mir-19b-3p/hsa-mir-93-3p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-200a-3p,hsa-mir-200b-3p,hsa-mir-200a-3p/hsa-mir-200b-3p,LUSC - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-200a-3p,hsa-mir-20a-5p,hsa-mir-200a-3p/hsa-mir-20a-5p,HNSC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-200a-3p,hsa-mir-429,hsa-mir-200a-3p/hsa-mir-429,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-200a-3p,hsa-mir-96-5p,hsa-mir-200a-3p/hsa-mir-96-5p,HNSC - UCEC,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-mir-200b-3p,hsa-mir-27a-5p,hsa-mir-200b-3p/hsa-mir-27a-5p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-200b-3p,hsa-mir-301b-3p,hsa-mir-200b-3p/hsa-mir-301b-3p,TGCT - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017421602787456446,0.0,0.0,0.0
hsa-mir-200c-3p,hsa-mir-429,hsa-mir-200c-3p/hsa-mir-429,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-200c-3p,hsa-mir-93-3p,hsa-mir-200c-3p/hsa-mir-93-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-200c-3p,hsa-mir-93-5p,hsa-mir-200c-3p/hsa-mir-93-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-203a-3p,hsa-mir-429,hsa-mir-203a-3p/hsa-mir-429,LUAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-203a-3p,hsa-mir-93-5p,hsa-mir-203a-3p/hsa-mir-93-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-205-5p,hsa-mir-27a-5p,hsa-mir-205-5p/hsa-mir-27a-5p,BRCA - BLCA,2,0.0018214936247723133,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-20a-3p,hsa-mir-93-5p,hsa-mir-20a-3p/hsa-mir-93-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-20a-5p,hsa-mir-20b-5p,hsa-mir-20a-5p/hsa-mir-20b-5p,THYM - LUSC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-20a-5p,hsa-mir-33a-3p,hsa-mir-20a-5p/hsa-mir-33a-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-20a-5p,hsa-mir-625-3p,hsa-mir-20a-5p/hsa-mir-625-3p,THYM - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.002398081534772182,0.0
hsa-mir-20a-5p,hsa-mir-92a-1-5p,hsa-mir-20a-5p/hsa-mir-92a-1-5p,THYM - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.002398081534772182,0.0
hsa-mir-20a-5p,hsa-mir-96-5p,hsa-mir-20a-5p/hsa-mir-96-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-20b-3p,hsa-mir-20b-5p,hsa-mir-20b-3p/hsa-mir-20b-5p,TGCT - PRAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0017421602787456446,0.0,0.0,0.0
hsa-mir-20b-5p,hsa-mir-7-5p,hsa-mir-20b-5p/hsa-mir-7-5p,BLCA - THCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0
hsa-mir-20b-5p,hsa-mir-9-5p,hsa-mir-20b-5p/hsa-mir-9-5p,HNSC - TGCT,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017421602787456446,0.0,0.0,0.0
hsa-mir-20b-5p,hsa-mir-93-5p,hsa-mir-20b-5p/hsa-mir-93-5p,THYM - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-2110,hsa-mir-766-3p,hsa-mir-2110/hsa-mir-766-3p,SARC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-218-5p,hsa-mir-22-5p,hsa-mir-218-5p/hsa-mir-22-5p,SARC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-218-5p,hsa-mir-299-5p,hsa-mir-218-5p/hsa-mir-299-5p,SARC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-218-5p,hsa-mir-432-5p,hsa-mir-218-5p/hsa-mir-432-5p,SARC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-218-5p,hsa-mir-874-3p,hsa-mir-218-5p/hsa-mir-874-3p,SARC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-218-5p,hsa-mir-940,hsa-mir-218-5p/hsa-mir-940,SARC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-221-3p,hsa-mir-29b-3p,hsa-mir-221-3p/hsa-mir-29b-3p,SARC - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-26b-3p,hsa-mir-362-5p,hsa-mir-26b-3p/hsa-mir-362-5p,LUAD - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-299-3p,hsa-mir-31-5p,hsa-mir-299-3p/hsa-mir-31-5p,THYM - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-299-5p,hsa-mir-29c-3p,hsa-mir-299-5p/hsa-mir-29c-3p,LGG - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-29a-3p,hsa-mir-497-5p,hsa-mir-29a-3p/hsa-mir-497-5p,TGCT - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017421602787456446,0.0,0.0,0.0
hsa-mir-29b-3p,hsa-mir-29c-3p,hsa-mir-29b-3p/hsa-mir-29c-3p,TGCT - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017421602787456446,0.0,0.0,0.0
hsa-mir-29b-3p,hsa-mir-369-3p,hsa-mir-29b-3p/hsa-mir-369-3p,LGG - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-301b-3p,hsa-mir-93-3p,hsa-mir-301b-3p/hsa-mir-93-3p,LUAD - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-3065-3p,hsa-mir-3913-5p,hsa-mir-3065-3p/hsa-mir-3913-5p,SARC - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-30c-2-3p,hsa-mir-31-5p,hsa-mir-30c-2-3p/hsa-mir-31-5p,THYM - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-31-5p,hsa-mir-337-3p,hsa-mir-31-5p/hsa-mir-337-3p,HNSC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-31-5p,hsa-mir-369-3p,hsa-mir-31-5p/hsa-mir-369-3p,HNSC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-326,hsa-mir-424-5p,hsa-mir-326/hsa-mir-424-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-328-3p,hsa-mir-331-3p,hsa-mir-328-3p/hsa-mir-331-3p,BRCA - BLCA,2,0.0018214936247723133,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-335-3p,hsa-mir-335-5p,hsa-mir-335-3p/hsa-mir-335-5p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-335-5p,hsa-mir-424-5p,hsa-mir-335-5p/hsa-mir-424-5p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-338-3p,hsa-mir-370-3p,hsa-mir-338-3p/hsa-mir-370-3p,SARC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-338-3p,hsa-mir-940,hsa-mir-338-3p/hsa-mir-940,TGCT - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017421602787456446,0.0,0.0,0.0
hsa-mir-33a-5p,hsa-mir-7-1-3p,hsa-mir-33a-5p/hsa-mir-7-1-3p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-33b-5p,hsa-mir-627-5p,hsa-mir-33b-5p/hsa-mir-627-5p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-3613-5p,hsa-mir-362-3p,hsa-mir-3613-5p/hsa-mir-362-3p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-362-3p,hsa-mir-362-5p,hsa-mir-362-3p/hsa-mir-362-5p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-362-3p,hsa-mir-424-5p,hsa-mir-362-3p/hsa-mir-424-5p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-362-3p,hsa-mir-625-3p,hsa-mir-362-3p/hsa-mir-625-3p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-362-3p,hsa-mir-92a-1-5p,hsa-mir-362-3p/hsa-mir-92a-1-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-362-3p,hsa-mir-93-3p,hsa-mir-362-3p/hsa-mir-93-3p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-362-3p,hsa-mir-93-5p,hsa-mir-362-3p/hsa-mir-93-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
