"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB"
132720,"FAM241A","hsa-mir-106a-5p","hsa-mir-526b-3p",0.1325,0.04,0.0085,FALSE,"NA","mirtarbase  ","mirtarbase  "
132720,"FAM241A","hsa-mir-20b-5p","hsa-mir-520c-3p",0.032,0.0225,0.002,FALSE,"NA","mirtarbase  ","mirtarbase  "
132720,"FAM241A","hsa-mir-20b-5p","hsa-mir-520d-3p",0.036,0.0445,0.0065,FALSE,"NA","mirtarbase  ","mirtarbase  "
132720,"FAM241A","hsa-mir-520g-3p","hsa-mir-20b-5p",0.018,0.036,0.0065,FALSE,"NA","mirtarbase  ","mirtarbase  "
132720,"FAM241A","hsa-mir-526b-3p","hsa-mir-20b-5p",0.0275,0.0245,0.0015,FALSE,"NA","mirtarbase  ","mirtarbase  "
135228,"CD109","hsa-mir-142-5p","hsa-mir-9-5p",0.0685,0.396,0,FALSE,"NA"," tarbase "," tarbase "
138151,"NACC2","hsa-mir-92b-3p","hsa-mir-130b-3p",0.091,0.5735,0.0025,FALSE,"NA","mirtarbase  ","mirtarbase tarbase "
139065,"SLITRK4","hsa-mir-329-3p","hsa-mir-223-5p",0.603,0.118,0.004,FALSE,"NA","mirtarbase  ","mirtarbase tarbase "
144321,"GLIPR1L2","hsa-mir-642a-5p","hsa-mir-511-5p",0.1175,0.4185,0.0025,FALSE,"NA","mirtarbase  ","mirtarbase  "
150921,"TCF23","hsa-mir-149-3p","hsa-mir-665",0.0655,0.06,0.0045,TRUE,"NA","mirtarbase  ","mirtarbase  "
153222,"CREBRF","hsa-mir-676-3p","hsa-mir-219a-1-3p",0.0655,0.082,0,FALSE,"NA"," tarbase "," tarbase "
153830,"RNF145","hsa-mir-130b-3p","hsa-mir-183-3p",0.44,0.0135,0,FALSE,"NA","mirtarbase  ","mirtarbase  "
153830,"RNF145","hsa-mir-130b-5p","hsa-mir-183-3p",0.6565,0.0145,5e-04,FALSE,"NA"," tarbase ","mirtarbase  "
162073,"ITPRIPL2","hsa-mir-656-3p","hsa-mir-767-5p",0.163,0.191,0.005,FALSE,"NA","mirtarbase  "," tarbase "
162394,"SLFN5","hsa-mir-127-5p","hsa-mir-96-5p",0.765,0.1015,0.006,FALSE,"NA","mirtarbase  "," tarbase "
166929,"SGMS2","hsa-mir-497-3p","hsa-mir-3609",0.3545,0.015,0.0035,FALSE,"NA"," tarbase ","mirtarbase  "
169200,"TMEM64","hsa-mir-18a-3p","hsa-mir-519d-3p",0.1695,0.022,0.0025,FALSE,"NA"," tarbase ","mirtarbase  "
169200,"TMEM64","hsa-mir-18a-3p","hsa-mir-526b-3p",0.2215,0.0925,0.0035,FALSE,"NA"," tarbase ","mirtarbase  "
169200,"TMEM64","hsa-mir-302a-3p","hsa-mir-18a-3p",0.0235,0.1745,0.003,FALSE,"NA"," tarbase "," tarbase "
169200,"TMEM64","hsa-mir-302c-3p","hsa-mir-18a-3p",0.0175,0.164,0.008,FALSE,"NA"," tarbase "," tarbase "
169200,"TMEM64","hsa-mir-34b-5p","hsa-mir-18a-3p",0.3495,0.2155,0.002,FALSE,"NA"," tarbase "," tarbase "
169200,"TMEM64","hsa-mir-9-3p","hsa-mir-548f-3p",0.15,0.0195,0.002,FALSE,"NA"," tarbase "," tarbase "
200424,"TET3","hsa-mir-302a-5p","hsa-mir-499a-3p",0.0305,0.115,0.0015,FALSE,"NA"," tarbase "," tarbase "
200424,"TET3","hsa-mir-7-5p","hsa-mir-548d-3p",0.016,0.7425,0.008,FALSE,"NA"," tarbase "," tarbase "
205327,"C2orf69","hsa-mir-181d-5p","hsa-mir-20b-5p",0.085,0.0475,0.005,FALSE,"NA","mirtarbase tarbase ","mirtarbase  "
221477,"C6orf89","hsa-mir-31-5p","hsa-mir-548s",0.019,0.013,5e-04,FALSE,"NA"," tarbase ","mirtarbase  "
253559,"CADM2","hsa-mir-302a-3p","hsa-mir-512-3p",0.253,0.065,0.0025,FALSE,"NA","mirtarbase  ","mirtarbase  "
253559,"CADM2","hsa-mir-302a-3p","hsa-mir-519d-3p",0.263,0.0415,0.008,FALSE,"NA","mirtarbase  ","mirtarbase  "
253559,"CADM2","hsa-mir-302a-3p","hsa-mir-520d-3p",0.235,0.116,0.0055,FALSE,"NA","mirtarbase  ","mirtarbase  "
253559,"CADM2","hsa-mir-520a-3p","hsa-mir-302a-3p",0.057,0.251,0.007,FALSE,"NA","mirtarbase  ","mirtarbase  "
253559,"CADM2","hsa-mir-520a-3p","hsa-mir-302d-3p",0.047,0.4375,0.0065,FALSE,"NA","mirtarbase  ","mirtarbase  "
253559,"CADM2","hsa-mir-520c-3p","hsa-mir-302a-3p",0.025,0.2605,0.004,FALSE,"NA","mirtarbase  ","mirtarbase  "
253559,"CADM2","hsa-mir-526b-5p","hsa-mir-302d-3p",0.0945,0.3735,0.007,FALSE,"NA","mirtarbase  ","mirtarbase  "
254048,"UBN2","hsa-mir-181d-5p","hsa-mir-34c-5p",0.0355,0.028,0.0025,FALSE,"NA"," tarbase "," tarbase "
283373,"ANKRD52","hsa-mir-378a-3p","hsa-mir-34c-5p",0.026,0.053,0.0045,FALSE,"NA"," tarbase "," tarbase "
285513,"GPRIN3","hsa-mir-329-3p","hsa-mir-183-5p",0.3115,0.165,0.003,FALSE,"NA","mirtarbase  "," tarbase "
285513,"GPRIN3","hsa-mir-373-3p","hsa-mir-329-3p",0.1,0.2285,0.0075,FALSE,"NA","mirtarbase  ","mirtarbase  "
285704,"RGMB","hsa-mir-486-3p","hsa-mir-302d-3p",0.276,0.0705,0,FALSE,"NA"," tarbase ","mirtarbase  "
338645,"LUZP2","hsa-mir-205-3p","hsa-mir-106a-5p",0.1,0.147,0.0085,FALSE,"NA","mirtarbase  ","mirtarbase  "
341208,"HEPHL1","hsa-mir-223-5p","hsa-mir-518f-5p",0.04,0.043,0.002,FALSE,"NA","mirtarbase  ","mirtarbase  "
341208,"HEPHL1","hsa-mir-519a-5p","hsa-mir-223-5p",0.381,0.0275,0.006,FALSE,"NA","mirtarbase  ","mirtarbase  "
375248,"ANKRD36","hsa-mir-378a-5p","hsa-mir-7-5p",0.3335,0.013,0.002,FALSE,"NA","mirtarbase  ","mirtarbase  "
375449,"MAST4","hsa-mir-20b-5p","hsa-mir-92b-3p",0.024,0.799,0,FALSE,"NA"," tarbase "," tarbase "
375449,"MAST4","hsa-mir-92b-3p","hsa-mir-106a-5p",0.7315,0.064,0,FALSE,"NA"," tarbase "," tarbase "
390637,"GDPGP1","hsa-mir-377-5p","hsa-mir-2113",0.1555,0.022,0.008,FALSE,"NA","mirtarbase  ","mirtarbase  "
403341,"ZBTB34","hsa-mir-29b-3p","hsa-mir-424-5p",0.231,0.0385,0.0055,TRUE,"NA","mirtarbase tarbase ","mirtarbase tarbase "
403341,"ZBTB34","hsa-mir-29b-3p","hsa-mir-503-5p",0.289,0.0315,0.002,TRUE,"NA","mirtarbase tarbase ","mirtarbase tarbase "
619279,"ZNF704","hsa-mir-130b-5p","hsa-mir-182-3p",0.06,0.2225,0,FALSE,"NA","mirtarbase tarbase ","mirtarbase  "
619279,"ZNF704","hsa-mir-130b-5p","hsa-mir-643",0.06,0.0345,0.007,FALSE,"NA","mirtarbase tarbase ","mirtarbase  "
645369,"TMEM200C","hsa-mir-497-3p","hsa-mir-519b-3p",0.0515,0.032,0,FALSE,"NA","mirtarbase  ","mirtarbase  "
645369,"TMEM200C","hsa-mir-497-3p","hsa-mir-519c-3p",0.0395,0.0425,0.001,FALSE,"NA","mirtarbase  ","mirtarbase  "
645369,"TMEM200C","hsa-mir-497-3p","hsa-mir-526b-3p",0.04,0.0265,0,FALSE,"NA","mirtarbase  ","mirtarbase  "
645369,"TMEM200C","hsa-mir-519d-3p","hsa-mir-497-3p",0.0225,0.041,5e-04,FALSE,"NA","mirtarbase  ","mirtarbase  "
728927,"ZNF736","hsa-mir-376a-3p","hsa-mir-873-5p",0.4755,0.691,0.0055,TRUE,"NA","mirtarbase  ","mirtarbase  "
100507436,"MICA","hsa-mir-106a-5p","hsa-mir-520d-3p",0.12,0.0145,0.0025,FALSE,"NA"," tarbase ","mirtarbase  "
100507436,"MICA","hsa-mir-520h","hsa-mir-106a-5p",0.0145,0.1105,0.0035,FALSE,"NA","mirtarbase  "," tarbase "
